filename,scientific_name_image,scientific_name_image_conf,SEM_number_image,SEM_number_image_conf,angle_image,angle_image_conf,scientific_name_filename,SEM_number_filename,angle_filename,scientific_name_matches,SEM_number_matches,angle_matches,all_matches
Agulla bicolor male (3lateral).jpeg,Agulla bicolor male,0.876209531971536,SEM-UBC RAP-0166,0.8526811736325003,lateral,0.876209531971536,Agulla bicolor male,,lateral,True,,True,True
Parcoblatta americana (2ventral) SEM-UBC DIC-0180.jpg,Parcoblatta americana,0.9378849511421486,SEM-UBC DIC-0180,0.9147832768425443,ventral,0.9378849511421486,Parcoblatta americana,SEM-UBC DIC-0180,ventral,True,True,True,True
Euthyrrhapha pacifica (1dorsal) SEM-UBC DIC-0172.jpg,Euthyrrhapa pacifica,0.9999758041905471,SEM-UBC DIC-0172,0.9997375246748332,dorsal,0.9999758041905471,Euthyrrhapha pacifica,SEM-UBC DIC-0172,dorsal,False,True,True,False
Leptomantispa pulchella (2ventral).jpg,OCR FAILED,0,SEM-UBC NEU-0947,0.5832724100347774,OCR FAILED,0,Leptomantispa pulchella,,ventral,False,,False,False
Zootermopsis angusticollis form B (1dorsal) .jpg,Zootermopsis angusticollis form B,0.9914241498590464,SEM-UBC ISO-0005,0.953881171416956,dorsal,0.9914241498590464,Zootermopsis angusticollis form B,,dorsal,True,,True,True
Lomamyia occidentalis (3lateral) SEM-UBC NEU-0472.jpeg,Lomamyia occidentalis,0.9142931488058571,SEM-UBC NEU-0472,0.9473940487308826,lateral,0.9142931488058571,Lomamyia occidentalis,SEM-UBC NEU-0472,lateral,True,True,True,True
Supella longipalpa form A (3lateral) .jpg,Supella longipalpa form,0.5186336713157819,SEM-UBC DIC-0085,0.7576972455347943,lateral,0.5186336713157819,Supella longipalpa form A,,lateral,False,,True,False
Ptenothrix unicolor (6fullslide) COLL-0004.jpeg,Ptenothrix unicolor,0.9993591488938318,SEM-UBC COLL-0004,0.960503188583379,full slide,0.9993591488938318,Ptenothrix unicolor,,fullslide,True,,True,True
Amphizoa lecontei (2ventral).jpg,Amphizoa lecontei,0.7179321778676038,SEM-UBC COL-0057,0.9846801486576553,ventral,0.7179321778676038,Amphizoa lecontei,,ventral,True,,True,True
Periplaneta australasiae (2ventral) .jpg,Periplaneta australasiae,0.9598336616043334,SEM-UBC DIC-0044,0.8182421453833749,ventral,0.9598336616043334,Periplaneta australasiae,,ventral,True,,True,True
Nyctibora sp form C (2ventral) .jpg,Nyctibora Sp form C,0.6157572406452851,SEM-UBC DIC-0076,0.6934459271700223,ventral,0.6157572406452851,Nyctibora sp form C,,ventral,True,,True,True
Periplaneta americana (2ventral) .jpg,Periplaneta americana,0.7211047452529808,SEM-UBC DIC-0039,0.9475606384991724,ventral,0.7211047452529808,Periplaneta americana,,ventral,True,,True,True
Ipelates latus form A (4front).jpg,Ipelates latus form,0.5481032649212938,SEM-UBC COL-28994,0.8127622249254799,front,0.5481032649212938,Ipelates latus form A,,front,False,,True,False
Pycnoscelus surinamensis (3lateral) .jpg,Pycnoscelus surinamensis,0.8676103594736879,SEM-UBC DIC-0072,0.980816226208944,lateral,0.8676103594736879,Pycnoscelus surinamensis,,lateral,True,,True,True
Dicyrtoma sp. (2right) COLL-0010.jpg,Dicyrtoma sp.,0.9340511830586,SEM-UBC COLL-0010,0.7818686911319299,right,0.9340511830586,Dicyrtoma sp.,,right,True,,True,True
Sinella baca (1dorsal) COLL-0011.jpeg,Sinella baca,0.8653237181538727,SEM-UBC COLL-0011,0.9369122633442946,dorsal,0.8653237181538727,Sinella baca,,dorsal,True,,True,True
Ipelates latus form A (2ventral) .jpg,Ipelates latus form A,0.8851660652975638,SEM-UBC COL-28994,0.9556820859023235,ventral,0.8851660652975638,Ipelates latus form A,,ventral,True,,True,True
Zootermopsis angusticollis form D (3lateral) .jpg,Zootermopsis angusticollis form D,0.9236295943386191,SEM-UBC ISO-0035,0.857146168720928,lateral,0.9236295943386191,Zootermopsis angusticollis form D,,lateral,True,,True,True
Sinella baca (5full) COLL-0011.jpeg,Sinella baca,0.9795641968698364,SEM-UBC COLL-0011,0.9434696346094519,full,0.9795641968698364,Sinella baca,,full,True,,True,True
Aderus populneus (2ventral) .jpg,Aderus brunnipennis,0.9999251251124379,SEM-UBC COL-28948,0.9461877208485283,ventral,0.9999251251124379,Aderus populneus,,ventral,False,,True,False
Necrophilus hydrophiloides form B (1dorsal) .jpg,Necrophilus hydrophiloides form B,0.7734316687827727,SEM-UBC COL-28997,0.942502120548678,dorsal,0.7734316687827727,Necrophilus hydrophiloides form B,,dorsal,True,,True,True
Apteroloma caraboides (2ventral) .jpg,Apteroloma caraboides,0.981181512347267,SEM-UBC COL-28991,0.9993347870319937,ventral,0.981181512347267,Apteroloma caraboides,,ventral,True,,True,True
